HRR,Total Hospital Beds,Total ICU Beds,Available Hospital Beds,Potentially Available Hospital Beds*,Available ICU Beds,Potentially Available ICU Beds*,Adult Population,Population 65+,Projected Infected Individuals,Projected Hospitalized Individuals,Projected Individuals Needing ICU Care,"Hospital Beds Needed, Six Months","Percentage of Available Beds Needed, Six Months","Percentage of Potentially Available Beds Needed, Six Months","Percentage of Total Beds Needed, Six Months","Hospital Beds Needed, Twelve Months","Percentage of Available Beds Needed, Twelve Months","Percentage of Potentially Available Beds Needed, Twelve Months","Percentage of Total Beds Needed, Twelve Months","Hospital Beds Needed, Eighteen Months","Percentage of Available Beds Needed, Eighteen Months","Percentage of Potentially Available Beds Needed, Eighteen Months","Percentage of Total Beds Needed, Eighteen Months","ICU Beds Needed, Six Months","Percentage of Available ICU Beds Needed, Six Months","Percentage of Potentially Available ICU Beds Needed, Six Months","Percentage of Total ICU Beds Needed, Six Months","ICU Beds Needed, Twelve Months","Percentage of Available ICU Beds Needed, Twelve Months","Percentage of Potentially Available ICU Beds Needed, Twelve Months","Percentage of Total ICU Beds Needed, Twelve Months","ICU Beds Needed, Eighteen Months","Percentage of Available ICU Beds Needed, Eighteen Months","Percentage of Potentially Available ICU Beds Needed, Eighteen Months","Percentage of Total ICU Beds Needed, Eighteen Months"
"Elyria, OH",453.00,63.00,214.00,333.00,21.00,42.00,200261.00,44042.00,120157.00,25340.00,5530.00,1689.00,7.89,5.07,3.73,845.00,3.95,2.54,1.87,551.00,2.57,1.65,1.22,369.00,17.57,8.79,5.86,184.00,8.76,4.38,2.92,120.00,5.71,2.86,1.90
"Erie, PA",1904.00,184.00,706.00,1305.00,88.00,136.00,561138.00,130069.00,336683.00,71384.00,15676.00,4759.00,6.74,3.65,2.50,2379.00,3.37,1.82,1.25,1552.00,2.20,1.19,0.82,1045.00,11.88,7.68,5.68,523.00,5.94,3.85,2.84,341.00,3.88,2.51,1.85
"Eugene, OR",1208.00,138.00,416.00,812.00,64.00,101.00,603572.00,141016.00,362143.00,76845.00,16891.00,5123.00,12.31,6.31,4.24,2562.00,6.16,3.16,2.12,1671.00,4.02,2.06,1.38,1126.00,17.59,11.15,8.16,563.00,8.80,5.57,4.08,367.00,5.73,3.63,2.66
"Evanston, IL",2032.00,332.00,666.00,1349.00,137.00,234.00,711961.00,162705.00,427177.00,90438.00,19826.00,6029.00,9.05,4.47,2.97,3015.00,4.53,2.23,1.48,1966.00,2.95,1.46,0.97,1322.00,9.65,5.65,3.98,661.00,4.82,2.82,1.99,431.00,3.15,1.84,1.30
"Evansville, IN",2154.00,328.00,1050.00,1602.00,157.00,243.00,528945.00,115347.00,317367.00,66875.00,14580.00,4458.00,4.25,2.78,2.07,2229.00,2.12,1.39,1.03,1454.00,1.38,0.91,0.68,972.00,6.19,4.00,2.96,486.00,3.10,2.00,1.48,317.00,2.02,1.30,0.97
"Everett, WA",951.00,83.00,319.00,635.00,26.00,55.00,542404.00,104811.00,325442.00,67808.00,14586.00,4521.00,14.17,7.12,4.75,2260.00,7.08,3.56,2.38,1474.00,4.62,2.32,1.55,972.00,37.38,17.67,11.71,486.00,18.69,8.84,5.86,317.00,12.19,5.76,3.82
"Fargo/Moorhead MN, ND",1872.00,180.00,734.00,1303.00,48.00,114.00,432080.00,90275.00,259248.00,54403.00,11803.00,3627.00,4.94,2.78,1.94,1813.00,2.47,1.39,0.97,1183.00,1.61,0.91,0.63,787.00,16.40,6.90,4.37,393.00,8.19,3.45,2.18,257.00,5.35,2.25,1.43
"Flint, MI",1375.00,161.00,458.00,916.00,58.00,109.00,426480.00,89340.00,255888.00,53711.00,11656.00,3581.00,7.82,3.91,2.60,1790.00,3.91,1.95,1.30,1168.00,2.55,1.28,0.85,777.00,13.40,7.13,4.83,389.00,6.71,3.57,2.42,253.00,4.36,2.32,1.57
"Florence, SC",1248.00,224.00,481.00,865.00,79.00,151.00,287862.00,62812.00,172717.00,36397.00,7936.00,2426.00,5.04,2.80,1.94,1213.00,2.52,1.40,0.97,791.00,1.64,0.91,0.63,529.00,6.70,3.50,2.36,265.00,3.35,1.75,1.18,173.00,2.19,1.15,0.77
"Fort Collins, CO",704.00,31.00,341.00,523.00,14.00,22.00,287995.00,47223.00,172797.00,35523.00,7517.00,2368.00,6.94,4.53,3.36,1184.00,3.47,2.26,1.68,772.00,2.26,1.48,1.10,501.00,35.79,22.77,16.16,251.00,17.93,11.41,8.10,163.00,11.64,7.41,5.26
"Fort Lauderdale, FL",7323.00,908.00,2753.00,5038.00,292.00,600.00,2396614.00,619365.00,1437968.00,308518.00,68680.00,20568.00,7.47,4.08,2.81,10284.00,3.74,2.04,1.40,6707.00,2.44,1.33,0.92,4579.00,15.68,7.63,5.04,2289.00,7.84,3.82,2.52,1493.00,5.11,2.49,1.64
"Fort Myers, FL",3115.00,268.00,1089.00,2102.00,97.00,182.00,1079022.00,373713.00,647413.00,144310.00,33490.00,9621.00,8.83,4.58,3.09,4810.00,4.42,2.29,1.54,3137.00,2.88,1.49,1.01,2233.00,23.02,12.27,8.33,1116.00,11.51,6.13,4.16,728.00,7.51,4.00,2.72
"Fort Smith, AR",931.00,87.00,487.00,709.00,55.00,71.00,281971.00,62427.00,169183.00,35703.00,7798.00,2380.00,4.89,3.36,2.56,1190.00,2.44,1.68,1.28,776.00,1.59,1.09,0.83,520.00,9.45,7.32,5.98,260.00,4.73,3.66,2.99,170.00,3.09,2.39,1.95
"Fort Wayne, IN",2442.00,376.00,1038.00,1740.00,143.00,259.00,651379.00,132442.00,390827.00,81806.00,17695.00,5454.00,5.25,3.13,2.23,2727.00,2.63,1.57,1.12,1778.00,1.71,1.02,0.73,1180.00,8.25,4.56,3.14,590.00,4.13,2.28,1.57,385.00,2.69,1.49,1.02
"Fort Worth, TX",4200.00,501.00,1400.00,2800.00,187.00,344.00,1764292.00,277941.00,1058575.00,216972.00,45740.00,14465.00,10.33,5.17,3.44,7232.00,5.17,2.58,1.72,4717.00,3.37,1.68,1.12,3049.00,16.30,8.86,6.09,1525.00,8.16,4.43,3.04,994.00,5.32,2.89,1.98
"Fresno, CA",1935.00,205.00,547.00,1241.00,77.00,141.00,918145.00,146620.00,550887.00,113026.00,23857.00,7535.00,13.78,6.07,3.89,3768.00,6.89,3.04,1.95,2457.00,4.49,1.98,1.27,1590.00,20.65,11.28,7.76,795.00,10.32,5.64,3.88,519.00,6.74,3.68,2.53
"Gainesville, FL",1834.00,303.00,469.00,1152.00,88.00,195.00,464038.00,96829.00,278423.00,58420.00,12673.00,3895.00,8.30,3.38,2.12,1947.00,4.15,1.69,1.06,1270.00,2.71,1.10,0.69,845.00,9.60,4.33,2.79,422.00,4.80,2.16,1.39,276.00,3.14,1.42,0.91
"Gary, IN",1434.00,179.00,638.00,1036.00,95.00,137.00,392167.00,80990.00,235300.00,49323.00,10687.00,3288.00,5.15,3.17,2.29,1644.00,2.58,1.59,1.15,1072.00,1.68,1.03,0.75,712.00,7.49,5.20,3.98,356.00,3.75,2.60,1.99,232.00,2.44,1.69,1.30
"Grand Forks, ND",952.00,31.00,374.00,663.00,18.00,24.00,130084.00,25793.00,78050.00,16300.00,3516.00,1087.00,2.91,1.64,1.14,543.00,1.45,0.82,0.57,354.00,0.95,0.53,0.37,234.00,13.00,9.75,7.55,117.00,6.50,4.88,3.77,76.00,4.22,3.17,2.45
"Grand Junction, CO",696.00,75.00,321.00,509.00,33.00,54.00,270519.00,57077.00,162311.00,34092.00,7405.00,2273.00,7.08,4.47,3.27,1136.00,3.54,2.23,1.63,741.00,2.31,1.46,1.06,494.00,14.97,9.15,6.59,247.00,7.48,4.57,3.29,161.00,4.88,2.98,2.15
"Grand Rapids, MI",2440.00,236.00,957.00,1699.00,86.00,161.00,933913.00,171359.00,560348.00,116234.00,24868.00,7749.00,8.10,4.56,3.18,3874.00,4.05,2.28,1.59,2527.00,2.64,1.49,1.04,1658.00,19.28,10.30,7.03,829.00,9.64,5.15,3.51,541.00,6.29,3.36,2.29
"Great Falls, MT",937.00,50.00,367.00,652.00,27.00,39.00,114922.00,25583.00,68953.00,14559.00,3182.00,971.00,2.65,1.49,1.04,485.00,1.32,0.74,0.52,316.00,0.86,0.48,0.34,212.00,7.85,5.44,4.24,106.00,3.93,2.72,2.12,69.00,2.56,1.77,1.38
"Greeley, CO",792.00,79.00,396.00,594.00,28.00,54.00,294267.00,55594.00,176560.00,36715.00,7879.00,2448.00,6.18,4.12,3.09,1224.00,3.09,2.06,1.55,798.00,2.02,1.34,1.01,525.00,18.75,9.72,6.65,263.00,9.39,4.87,3.33,171.00,6.11,3.17,2.16
"Green Bay, WI",990.00,112.00,498.00,744.00,43.00,77.00,402953.00,88095.00,241772.00,50958.00,11113.00,3397.00,6.82,4.57,3.43,1699.00,3.41,2.28,1.72,1108.00,2.22,1.49,1.12,741.00,17.23,9.62,6.62,370.00,8.60,4.81,3.30,242.00,5.63,3.14,2.16
"Greensboro, NC",1224.00,135.00,362.00,793.00,47.00,91.00,505727.00,100544.00,303436.00,63384.00,13676.00,4226.00,11.67,5.33,3.45,2113.00,5.84,2.66,1.73,1378.00,3.81,1.74,1.13,912.00,19.40,10.02,6.76,456.00,9.70,5.01,3.38,297.00,6.32,3.26,2.20
"Greenville, NC",1977.00,339.00,631.00,1304.00,115.00,227.00,679309.00,136432.00,407585.00,85218.00,18408.00,5681.00,9.00,4.36,2.87,2841.00,4.50,2.18,1.44,1853.00,2.94,1.42,0.94,1227.00,10.67,5.41,3.62,614.00,5.34,2.70,1.81,400.00,3.48,1.76,1.18
"Greenville, SC",2217.00,282.00,798.00,1507.00,41.00,161.00,743619.00,153533.00,446171.00,93524.00,20264.00,6235.00,7.81,4.14,2.81,3117.00,3.91,2.07,1.41,2033.00,2.55,1.35,0.92,1351.00,32.95,8.39,4.79,675.00,16.46,4.19,2.39,441.00,10.76,2.74,1.56
"Gulfport, MS",609.00,80.00,287.00,448.00,40.00,60.00,159671.00,28559.00,95803.00,19830.00,4232.00,1322.00,4.61,2.95,2.17,661.00,2.30,1.48,1.09,431.00,1.50,0.96,0.71,282.00,7.05,4.70,3.53,141.00,3.53,2.35,1.76,92.00,2.30,1.53,1.15
"Hackensack, NJ",3819.00,175.00,1057.00,2438.00,98.00,137.00,1048868.00,200075.00,629321.00,130975.00,28136.00,8732.00,8.26,3.58,2.29,4366.00,4.13,1.79,1.14,2847.00,2.69,1.17,0.75,1876.00,19.14,13.69,10.72,938.00,9.57,6.85,5.36,612.00,6.24,4.47,3.50
"Harlingen, TX",1145.00,120.00,536.00,840.00,44.00,82.00,418633.00,76061.00,251180.00,52060.00,11127.00,3471.00,6.48,4.13,3.03,1735.00,3.24,2.07,1.52,1132.00,2.11,1.35,0.99,742.00,16.86,9.05,6.18,371.00,8.43,4.52,3.09,242.00,5.50,2.95,2.02
"Harrisburg, PA",2426.00,211.00,929.00,1677.00,61.00,136.00,825408.00,183199.00,495245.00,104539.00,22838.00,6969.00,7.50,4.16,2.87,3485.00,3.75,2.08,1.44,2273.00,2.45,1.36,0.94,1523.00,24.97,11.20,7.22,761.00,12.48,5.60,3.61,496.00,8.13,3.65,2.35
"Hartford, CT",2855.00,323.00,751.00,1803.00,115.00,219.00,1196337.00,245503.00,717802.00,150376.00,32560.00,10025.00,13.35,5.56,3.51,5013.00,6.68,2.78,1.76,3269.00,4.35,1.81,1.15,2171.00,18.88,9.91,6.72,1085.00,9.43,4.95,3.36,708.00,6.16,3.23,2.19
"Hattiesburg, MS",1546.00,85.00,504.00,1025.00,30.00,57.00,240419.00,46076.00,144251.00,30034.00,6455.00,2002.00,3.97,1.95,1.29,1001.00,1.99,0.98,0.65,653.00,1.30,0.64,0.42,430.00,14.33,7.54,5.06,215.00,7.17,3.77,2.53,140.00,4.67,2.46,1.65
"Hickory, NC",603.00,64.00,253.00,428.00,25.00,45.00,229268.00,51364.00,137561.00,29064.00,6357.00,1938.00,7.66,4.53,3.21,969.00,3.83,2.26,1.61,632.00,2.50,1.48,1.05,424.00,16.96,9.42,6.63,212.00,8.48,4.71,3.31,138.00,5.52,3.07,2.16
"Hinsdale, IL",1041.00,172.00,402.00,721.00,89.00,130.00,385733.00,67856.00,231440.00,47841.00,10192.00,3189.00,7.93,4.42,3.06,1595.00,3.97,2.21,1.53,1040.00,2.59,1.44,1.00,679.00,7.63,5.22,3.95,340.00,3.82,2.62,1.98,222.00,2.49,1.71,1.29
"Honolulu, HI",2623.00,219.00,795.00,1709.00,73.00,146.00,1114023.00,238126.00,668414.00,140572.00,30577.00,9371.00,11.79,5.48,3.57,4686.00,5.89,2.74,1.79,3056.00,3.84,1.79,1.17,2038.00,27.92,13.96,9.31,1019.00,13.96,6.98,4.65,665.00,9.11,4.55,3.04
"Houma, LA",707.00,65.00,399.00,553.00,32.00,49.00,206176.00,37957.00,123706.00,25668.00,5493.00,1711.00,4.29,3.09,2.42,856.00,2.15,1.55,1.21,558.00,1.40,1.01,0.79,366.00,11.44,7.47,5.63,183.00,5.72,3.73,2.82,119.00,3.72,2.43,1.83
"Houston, TX",14062.00,1790.00,5130.00,9596.00,652.00,1221.00,5278689.00,769270.00,3167213.00,645619.00,135164.00,43041.00,8.39,4.49,3.06,21521.00,4.20,2.24,1.53,14035.00,2.74,1.46,1.00,9011.00,13.82,7.38,5.03,4505.00,6.91,3.69,2.52,2938.00,4.51,2.41,1.64
"Hudson, FL",1188.00,160.00,329.00,758.00,45.00,102.00,351228.00,112737.00,210737.00,46466.00,10660.00,3098.00,9.42,4.09,2.61,1549.00,4.71,2.04,1.30,1010.00,3.07,1.33,0.85,711.00,15.80,6.97,4.44,355.00,7.89,3.48,2.22,232.00,5.16,2.27,1.45
"Huntington, WV",1561.00,162.00,382.00,971.00,64.00,113.00,276340.00,63341.00,165804.00,35113.00,7700.00,2341.00,6.13,2.41,1.50,1170.00,3.06,1.20,0.75,763.00,2.00,0.79,0.49,513.00,8.02,4.54,3.17,257.00,4.02,2.27,1.59,167.00,2.61,1.48,1.03
"Huntsville, AL",1804.00,248.00,569.00,1187.00,59.00,154.00,506155.00,100153.00,303693.00,63410.00,13675.00,4227.00,7.43,3.56,2.34,2114.00,3.72,1.78,1.17,1378.00,2.42,1.16,0.76,912.00,15.46,5.92,3.68,456.00,7.73,2.96,1.84,297.00,5.03,1.93,1.20
"Idaho Falls, ID",492.00,44.00,269.00,381.00,24.00,34.00,169856.00,28437.00,101914.00,20985.00,4449.00,1399.00,5.20,3.67,2.84,700.00,2.60,1.84,1.42,456.00,1.70,1.20,0.93,297.00,12.38,8.74,6.75,148.00,6.17,4.35,3.36,97.00,4.04,2.85,2.20
"Indianapolis, IN",7441.00,1081.00,3350.00,5396.00,403.00,742.00,2249394.00,412838.00,1349636.00,279963.00,59899.00,18664.00,5.57,3.46,2.51,9332.00,2.79,1.73,1.25,6086.00,1.82,1.13,0.82,3993.00,9.91,5.38,3.69,1997.00,4.96,2.69,1.85,1302.00,3.23,1.75,1.20
"Iowa City, IA",1414.00,147.00,538.00,976.00,64.00,106.00,279218.00,53012.00,167531.00,34853.00,7483.00,2324.00,4.32,2.38,1.64,1162.00,2.16,1.19,0.82,758.00,1.41,0.78,0.54,499.00,7.80,4.71,3.39,249.00,3.89,2.35,1.69,163.00,2.55,1.54,1.11
"Jackson, MS",4425.00,406.00,1964.00,3194.00,149.00,277.00,792834.00,152349.00,475700.00,99067.00,21298.00,6604.00,3.36,2.07,1.49,3302.00,1.68,1.03,0.75,2154.00,1.10,0.67,0.49,1420.00,9.53,5.13,3.50,710.00,4.77,2.56,1.75,463.00,3.11,1.67,1.14
"Jackson, TN",1063.00,115.00,423.00,743.00,57.00,86.00,256100.00,58414.00,153660.00,32525.00,7129.00,2168.00,5.13,2.92,2.04,1084.00,2.56,1.46,1.02,707.00,1.67,0.95,0.67,475.00,8.33,5.52,4.13,238.00,4.18,2.77,2.07,155.00,2.72,1.80,1.35
"Jacksonville, FL",4947.00,618.00,1625.00,3286.00,183.00,400.00,1340118.00,254567.00,804071.00,167284.00,35919.00,11152.00,6.86,3.39,2.25,5576.00,3.43,1.70,1.13,3637.00,2.24,1.11,0.74,2395.00,13.09,5.99,3.88,1197.00,6.54,2.99,1.94,781.00,4.27,1.95,1.26
"Johnson City, TN",956.00,94.00,342.00,649.00,39.00,66.00,235522.00,51395.00,141313.00,29779.00,6493.00,1985.00,5.80,3.06,2.08,993.00,2.90,1.53,1.04,647.00,1.89,1.00,0.68,433.00,11.10,6.56,4.61,216.00,5.54,3.27,2.30,141.00,3.62,2.14,1.50
"Johnstown, PA",741.00,44.00,426.00,584.00,25.00,35.00,170816.00,45254.00,102490.00,22053.00,4925.00,1470.00,3.45,2.52,1.98,735.00,1.73,1.26,0.99,479.00,1.12,0.82,0.65,328.00,13.12,9.37,7.45,164.00,6.56,4.69,3.73,107.00,4.28,3.06,2.43
"Joliet, IL",1376.00,149.00,662.00,1019.00,53.00,101.00,516812.00,90546.00,310087.00,64078.00,13646.00,4272.00,6.45,4.19,3.10,2136.00,3.23,2.10,1.55,1393.00,2.10,1.37,1.01,910.00,17.17,9.01,6.11,455.00,8.58,4.50,3.05,297.00,5.60,2.94,1.99
"Jonesboro, AR",975.00,76.00,403.00,689.00,23.00,50.00,185969.00,38518.00,111581.00,23396.00,5071.00,1560.00,3.87,2.26,1.60,780.00,1.94,1.13,0.80,509.00,1.26,0.74,0.52,338.00,14.70,6.76,4.45,169.00,7.35,3.38,2.22,110.00,4.78,2.20,1.45
"Joplin, MO",1045.00,124.00,507.00,776.00,71.00,97.00,282798.00,63826.00,169679.00,35877.00,7854.00,2392.00,4.72,3.08,2.29,1196.00,2.36,1.54,1.14,780.00,1.54,1.01,0.75,524.00,7.38,5.40,4.23,262.00,3.69,2.70,2.11,171.00,2.41,1.76,1.38
"Kalamazoo, MI",1462.00,139.00,681.00,1072.00,21.00,80.00,520196.00,104986.00,312118.00,65287.00,14110.00,4352.00,6.39,4.06,2.98,2176.00,3.20,2.03,1.49,1419.00,2.08,1.32,0.97,941.00,44.81,11.76,6.77,470.00,22.38,5.88,3.38,307.00,14.62,3.84,2.21
"Kansas City, MO",6736.00,795.00,2646.00,4691.00,286.00,541.00,1950902.00,362250.00,1170541.00,243051.00,52064.00,16203.00,6.12,3.45,2.41,8102.00,3.06,1.73,1.20,5284.00,2.00,1.13,0.78,3471.00,12.14,6.42,4.37,1735.00,6.07,3.21,2.18,1132.00,3.96,2.09,1.42
"Kettering, OH",923.00,138.00,412.00,667.00,42.00,90.00,334281.00,73199.00,200569.00,42280.00,9222.00,2819.00,6.84,4.23,3.05,1409.00,3.42,2.11,1.53,919.00,2.23,1.38,1.00,615.00,14.64,6.83,4.46,307.00,7.31,3.41,2.22,200.00,4.76,2.22,1.45
"Kingsport, TN",1485.00,185.00,668.00,1077.00,75.00,130.00,375852.00,93948.00,225511.00,48202.00,10685.00,3213.00,4.81,2.98,2.16,1607.00,2.41,1.49,1.08,1048.00,1.57,0.97,0.71,712.00,9.49,5.48,3.85,356.00,4.75,2.74,1.92,232.00,3.09,1.78,1.25
"Knoxville, TN",3193.00,299.00,1198.00,2195.00,74.00,186.00,1108058.00,250729.00,664835.00,140610.00,30789.00,9374.00,7.82,4.27,2.94,4687.00,3.91,2.14,1.47,3057.00,2.55,1.39,0.96,2053.00,27.74,11.04,6.87,1026.00,13.86,5.52,3.43,669.00,9.04,3.60,2.24
"La Crosse, WI",650.00,78.00,286.00,468.00,44.00,61.00,279590.00,60747.00,167754.00,35336.00,7701.00,2356.00,8.24,5.03,3.62,1178.00,4.12,2.52,1.81,768.00,2.69,1.64,1.18,513.00,11.66,8.41,6.58,257.00,5.84,4.21,3.29,167.00,3.80,2.74,2.14
"Lafayette, IN",457.00,34.00,193.00,325.00,14.00,24.00,199535.00,31824.00,119721.00,24561.00,5184.00,1637.00,8.48,5.04,3.58,819.00,4.24,2.52,1.79,534.00,2.77,1.64,1.17,346.00,24.71,14.42,10.18,173.00,12.36,7.21,5.09,113.00,8.07,4.71,3.32
"Lafayette, LA",1716.00,188.00,700.00,1208.00,87.00,137.00,477559.00,85840.00,286535.00,59335.00,12668.00,3956.00,5.65,3.27,2.31,1978.00,2.83,1.64,1.15,1290.00,1.84,1.07,0.75,845.00,9.71,6.17,4.49,422.00,4.85,3.08,2.24,275.00,3.16,2.01,1.46
"Lake Charles, LA",830.00,81.00,424.00,627.00,44.00,62.00,210604.00,37934.00,126362.00,26171.00,5589.00,1745.00,4.12,2.78,2.10,872.00,2.06,1.39,1.05,569.00,1.34,0.91,0.69,373.00,8.48,6.02,4.60,186.00,4.23,3.00,2.30,122.00,2.77,1.97,1.51
"Lakeland, FL",1046.00,103.00,382.00,714.00,57.00,80.00,317384.00,73118.00,190430.00,40349.00,8854.00,2690.00,7.04,3.77,2.57,1345.00,3.52,1.88,1.29,877.00,2.30,1.23,0.84,590.00,10.35,7.38,5.73,295.00,5.18,3.69,2.86,192.00,3.37,2.40,1.86
"Lancaster, PA",1081.00,98.00,468.00,774.00,40.00,69.00,528715.00,112509.00,317229.00,66687.00,14498.00,4446.00,9.50,5.74,4.11,2223.00,4.75,2.87,2.06,1450.00,3.10,1.87,1.34,967.00,24.18,14.01,9.87,483.00,12.08,7.00,4.93,315.00,7.88,4.57,3.21
"Lansing, MI",1444.00,240.00,632.00,1038.00,115.00,177.00,561636.00,102892.00,336982.00,69891.00,14951.00,4659.00,7.37,4.49,3.23,2330.00,3.69,2.24,1.61,1519.00,2.40,1.46,1.05,997.00,8.67,5.63,4.15,498.00,4.33,2.81,2.08,325.00,2.83,1.84,1.35
"Las Vegas, NV",4165.00,761.00,1088.00,2626.00,162.00,462.00,1704994.00,321669.00,1022996.00,212704.00,45639.00,14180.00,13.03,5.40,3.40,7090.00,6.52,2.70,1.70,4624.00,4.25,1.76,1.11,3043.00,18.78,6.59,4.00,1521.00,9.39,3.29,2.00,992.00,6.12,2.15,1.30
"Lawton, OK",733.00,76.00,346.00,539.00,32.00,54.00,152745.00,28422.00,91647.00,19033.00,4078.00,1269.00,3.67,2.35,1.73,634.00,1.83,1.18,0.86,414.00,1.20,0.77,0.56,272.00,8.50,5.04,3.58,136.00,4.25,2.52,1.79,89.00,2.78,1.65,1.17
"Lebanon, NH",939.00,105.00,333.00,636.00,56.00,80.00,320499.00,77792.00,192299.00,40971.00,9048.00,2731.00,8.20,4.29,2.91,1366.00,4.10,2.15,1.45,891.00,2.68,1.40,0.95,603.00,10.77,7.54,5.74,302.00,5.39,3.78,2.88,197.00,3.52,2.46,1.88
"Lexington, KY",5045.00,579.00,2073.00,3559.00,172.00,375.00,1192842.00,231348.00,715705.00,149171.00,32101.00,9945.00,4.80,2.79,1.97,4972.00,2.40,1.40,0.99,3243.00,1.56,0.91,0.64,2140.00,12.44,5.71,3.70,1070.00,6.22,2.85,1.85,698.00,4.06,1.86,1.21
"Lincoln, NE",2047.00,116.00,1016.00,1532.00,33.00,75.00,459005.00,93970.00,275403.00,57683.00,12486.00,3846.00,3.79,2.51,1.88,1923.00,1.89,1.26,0.94,1254.00,1.23,0.82,0.61,832.00,25.21,11.09,7.17,416.00,12.61,5.55,3.59,271.00,8.21,3.61,2.34
"Little Rock, AR",4854.00,520.00,2174.00,3514.00,177.00,348.00,1212482.00,258840.00,727489.00,152977.00,33270.00,10198.00,4.69,2.90,2.10,5099.00,2.35,1.45,1.05,3326.00,1.53,0.95,0.69,2218.00,12.53,6.37,4.27,1109.00,6.27,3.19,2.13,723.00,4.08,2.08,1.39
"Longview, TX",224.00,45.00,98.00,161.00,21.00,33.00,161316.00,33367.00,96790.00,20292.00,4398.00,1353.00,13.81,8.40,6.04,676.00,6.90,4.20,3.02,441.00,4.50,2.74,1.97,293.00,13.95,8.88,6.51,147.00,7.00,4.45,3.27,96.00,4.57,2.91,2.13
"Los Angeles, CA",19492.00,2415.00,6594.00,13043.00,942.00,1679.00,7874162.00,1268093.00,4724497.00,969936.00,204888.00,64662.00,9.81,4.96,3.32,32331.00,4.90,2.48,1.66,21086.00,3.20,1.62,1.08,13659.00,14.50,8.14,5.66,6830.00,7.25,4.07,2.83,4454.00,4.73,2.65,1.84
"Louisville, KY",4162.00,506.00,1700.00,2931.00,165.00,335.00,1385741.00,271762.00,831445.00,173465.00,37373.00,11564.00,6.80,3.95,2.78,5782.00,3.40,1.97,1.39,3771.00,2.22,1.29,0.91,2492.00,15.10,7.44,4.92,1246.00,7.55,3.72,2.46,812.00,4.92,2.42,1.60
"Lubbock, TX",1811.00,298.00,922.00,1367.00,85.00,191.00,546461.00,91980.00,327877.00,67539.00,14327.00,4503.00,4.88,3.29,2.49,2251.00,2.44,1.65,1.24,1468.00,1.59,1.07,0.81,955.00,11.24,5.00,3.20,478.00,5.62,2.50,1.60,311.00,3.66,1.63,1.04
"Lynchburg, VA",1174.00,55.00,309.00,741.00,20.00,37.00,217344.00,49862.00,130406.00,27619.00,6058.00,1841.00,5.96,2.48,1.57,921.00,2.98,1.24,0.78,600.00,1.94,0.81,0.51,404.00,20.20,10.92,7.35,202.00,10.10,5.46,3.67,132.00,6.60,3.57,2.40
"Macon, GA",2295.00,240.00,865.00,1580.00,57.00,149.00,568689.00,111226.00,341213.00,71170.00,15329.00,4745.00,5.49,3.00,2.07,2372.00,2.74,1.50,1.03,1547.00,1.79,0.98,0.67,1022.00,17.93,6.86,4.26,511.00,8.96,3.43,2.13,333.00,5.84,2.23,1.39
"Madison, WI",2443.00,267.00,838.00,1640.00,121.00,194.00,886932.00,165619.00,532159.00,110550.00,23695.00,7370.00,8.79,4.49,3.02,3685.00,4.40,2.25,1.51,2403.00,2.87,1.47,0.98,1580.00,13.06,8.14,5.92,790.00,6.53,4.07,2.96,515.00,4.26,2.65,1.93
"Manchester, NH",1603.00,137.00,582.00,1092.00,53.00,95.00,714679.00,143594.00,428807.00,89658.00,19368.00,5977.00,10.27,5.47,3.73,2989.00,5.14,2.74,1.86,1949.00,3.35,1.78,1.22,1291.00,24.36,13.59,9.42,646.00,12.19,6.80,4.72,421.00,7.94,4.43,3.07
"Manhattan, NY",14834.00,1427.00,3059.00,8946.00,616.00,1021.00,4173437.00,725342.00,2504062.00,517116.00,110035.00,34474.00,11.27,3.85,2.32,17237.00,5.63,1.93,1.16,11242.00,3.68,1.26,0.76,7336.00,11.91,7.19,5.14,3668.00,5.95,3.59,2.57,2392.00,3.88,2.34,1.68
"Marquette, MI",601.00,47.00,276.00,438.00,18.00,32.00,159278.00,39415.00,95567.00,20404.00,4517.00,1360.00,4.93,3.11,2.26,680.00,2.46,1.55,1.13,444.00,1.61,1.01,0.74,301.00,16.72,9.41,6.40,151.00,8.39,4.72,3.21,98.00,5.44,3.06,2.09
"Marshfield, WI",706.00,68.00,281.00,494.00,34.00,51.00,295582.00,70770.00,177349.00,37730.00,8318.00,2515.00,8.95,5.09,3.56,1258.00,4.48,2.55,1.78,820.00,2.92,1.66,1.16,555.00,16.32,10.88,8.16,277.00,8.15,5.43,4.07,181.00,5.32,3.55,2.66
"Mason City, IA",470.00,18.00,239.00,354.00,6.00,12.00,100326.00,26837.00,60196.00,12967.00,2900.00,864.00,3.62,2.44,1.84,432.00,1.81,1.22,0.92,282.00,1.18,0.80,0.60,193.00,32.17,16.08,10.72,97.00,16.17,8.08,5.39,63.00,10.50,5.25,3.50
"McAllen, TX",1938.00,350.00,849.00,1394.00,133.00,241.00,486579.00,74033.00,291947.00,59690.00,12544.00,3979.00,4.69,2.85,2.05,1990.00,2.34,1.43,1.03,1298.00,1.53,0.93,0.67,836.00,6.29,3.47,2.39,418.00,3.14,1.73,1.19,273.00,2.05,1.13,0.78
